id_ubigeo,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE
273,15,LIMA,1,LIMA,31,JUNTA NACIONAL DE JUSTICIA - DIRECCION DE ADMINISTRACION
274,1,AMAZONAS,1,CHACHAPOYAS,1,MINISTERIO PUBLICO- GERENCIA ADMINISTRATIVA  DE AMAZONAS
275,4,AREQUIPA,1,AREQUIPA,1,MINISTERIO PUBLICO- GERENCIA ADMINISTRATIVA DE AREQUIPA
276,8,CUSCO,1,CUSCO,8,MINISTERIO PUBLICO- GERENCIA ADMNINISTRATIVA DE CUSCO
277,13,LA LIBERTAD,1,TRUJILLO,1,MINISTERIO PUBLICO- GERENCIA ADMNINISTRATIVA DE LA LIBERTAD
278,14,LAMBAYEQUE,1,CHICLAYO,1,MINISTERIO PUBLICO- GERENCIA ADMINISTRATIVA DE LAMBAYEQUE
279,15,LIMA,1,LIMA,1,MINISTERIO PUBLICO-GERENCIA GENERAL
280,15,LIMA,1,LIMA,31,MINISTERIO PUBLICO - INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES - IML
281,20,PIURA,1,PIURA,1,MINISTERIO PUBLICO- GERENCIA ADMNINISTRATIVA DE PIURA
282,22,SAN MARTIN,1,MOYOBAMBA,1,MINISTERIO PUBLICO- GERENCIA ADMINISTRATIVA DE SAN MARTIN
283,15,LIMA,1,LIMA,1,TRIBUNAL CONSTITUCIONAL
284,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,1,ESCUELA NACIONAL DE MARINA MERCANTE
285,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,4,MARINA DE GUERRA DEL PERU
286,15,LIMA,1,LIMA,1,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS
287,15,LIMA,1,LIMA,1,COMANDO CONJUNTO DE LAS FUERZAS ARMADAS
288,15,LIMA,1,LIMA,13,FUERZA AEREA DEL PERU
289,15,LIMA,1,LIMA,13,OFICINA PREVISIONAL DE LAS FUERZAS ARMADAS
290,15,LIMA,1,LIMA,30,EJERCITO PERUANO
291,15,LIMA,1,LIMA,30,MINISTERIO DE DEFENSA-OGA
292,15,LIMA,1,LIMA,31,"CENTRO NAC. DE ESTIMACION, PREVENCION Y REDUCCION DE RIESGOS DE DESASTRES- CENEPRED"
293,15,LIMA,1,LIMA,31,COMISION NACIONAL DE INVESTIGACION Y DESARROLLO AEROESPACIAL
294,15,LIMA,1,LIMA,31,INDECI - INSTITUTO NACIONAL DE DEFENSA CIVIL
295,15,LIMA,1,LIMA,31,INSTITUTO GEOGRAFICO NACIONAL
296,15,LIMA,1,LIMA,1,FUERO MILITAR POLICIAL
297,15,LIMA,1,LIMA,1,CONGRESO DE LA REPUBLICA
298,15,LIMA,1,LIMA,1,JURADO NACIONAL DE ELECCIONES
299,15,LIMA,1,LIMA,1,OFICINA NACIONAL DE PROCESOS ELECTORALES
300,15,LIMA,1,LIMA,1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL
301,15,LIMA,1,LIMA,4,CENTRO DE FORMACION EN TURISMO
302,15,LIMA,1,LIMA,31,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU
303,15,LIMA,1,LIMA,31,MINCETUR - PLAN COPESCO NACIONAL
304,15,LIMA,1,LIMA,31,MINISTERIO DE COMERCIO EXTERIOR Y TURISMO- DIRECCION GENERAL DE ADMINISTRACION
305,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,4,AUTORIDAD PORTUARIA NACIONAL
306,15,LIMA,1,LIMA,1,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL
307,15,LIMA,1,LIMA,1,MTC- PRO VIAS NACIONAL
308,15,LIMA,1,LIMA,1,MTC- PROVIAS DESCENTRALIZADO
309,15,LIMA,1,LIMA,1,PROGRAMA NACIONAL DE TELECOMUNICACIONES - PRONATEL
310,15,LIMA,1,LIMA,13, SUTRAN - GESTION Y ADMINISTRACION GENERAL
311,15,LIMA,1,LIMA,22,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU
312,15,LIMA,1,LIMA,34,PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS 2019
313,15,LIMA,1,LIMA,42,MTC- AUTORIDAD AUTONOMA DEL SIST. ELECTRICO TRANSP. MASIVO LIMA Y CALLAO- AATE
314,15,LIMA,1,LIMA,1,ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI
315,15,LIMA,1,LIMA,14,SUPERINTENDENCIA NACIONAL DE BIENES ESTATALES
316,15,LIMA,1,LIMA,22,PROGRAMA NACIONAL DE SANEAMIENTO RURAL
317,15,LIMA,1,LIMA,30,SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION
318,15,LIMA,1,LIMA,31,AGUA SEGURA PARA LIMA Y CALLAO
319,15,LIMA,1,LIMA,31,"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO- ADM. GENERAL"
320,15,LIMA,1,LIMA,31,ORGANISMO TECNICO DE LA ADMINISTRACION DE LOS SERVICIOS DE SANEAMIENTO -OTASS
321,15,LIMA,1,LIMA,31,PROGRAMA NACIONAL DE SANEAMIENTO URBANO
322,24,TUMBES,1,TUMBES,1,SERVICIO DE SANEAMIENTO DE TUMBES
323,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,1,OFICINA DE ADMINISTRACION-IMARPE
324,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,6,ADMINISTRACION -SERVICIO NACIONAL DE SANIDAD PESQUERA-SANIPES
325,15,LIMA,1,LIMA,1,FONDO NACIONAL DE DESARROLLO PESQUERO-FONDEPES
326,15,LIMA,1,LIMA,16,PROGRAMA NACIONAL DE INNOVACION PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD
327,15,LIMA,1,LIMA,31,ADMINISTRACION - INACAL
328,15,LIMA,1,LIMA,31,FOMENTO AL CONSUMO HUMANO DIRECTO - A COMER PESCADO
329,15,LIMA,1,LIMA,31,INSTITUTO TECNOLOGICO DE LA PRODUCCION - ITP
330,15,LIMA,1,LIMA,31,MINISTERIO DE LA PRODUCCION
331,15,LIMA,1,LIMA,1,CONSEJO NAC. PARA LA INTEGRACION DE LA PERSONA CON DISCAPACIDAD- CONADIS
332,15,LIMA,1,LIMA,1,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADM. NIVEL CENTRAL
333,15,LIMA,1,LIMA,21,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR- INABIF
334,15,LIMA,1,LIMA,21,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL (PNCVFS)
335,15,LIMA,1,LIMA,1,PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS
336,15,LIMA,1,LIMA,20,MIDIS - CONTIGO
337,15,LIMA,1,LIMA,21,MIDIS- PROGRAMA NACIONAL CUNA MAS - PNCM
338,15,LIMA,1,LIMA,22,MIDIS- PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES- JUNTOS
339,15,LIMA,1,LIMA,31,MIDIS- FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL - FONCODES
340,15,LIMA,1,LIMA,31,MIDIS- PROGRAMA NACIONAL DE ASISTENCIA SOLIDARIA PENSION 65
341,15,LIMA,1,LIMA,31,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL- SEDE CENTRAL- MIDIS
342,15,LIMA,1,LIMA,40,PROGRAMA NACIONAL DE ALIMENTACION ESCOLAR QALI WARMA
343,1,AMAZONAS,1,CHACHAPOYAS,1,MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS
344,1,AMAZONAS,1,CHACHAPOYAS,3,MUNICIPALIDAD DISTRITAL DE BALSAS
345,1,AMAZONAS,1,CHACHAPOYAS,4,MUNICIPALIDAD DISTRITAL DE CHETO
346,1,AMAZONAS,1,CHACHAPOYAS,5,MUNICIPALIDAD DISTRITAL DE CHILIQUIN
347,1,AMAZONAS,1,CHACHAPOYAS,6,MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA
348,1,AMAZONAS,1,CHACHAPOYAS,7,MUNICIPALIDAD DISTRITAL DE GRANADA
349,1,AMAZONAS,1,CHACHAPOYAS,8,MUNICIPALIDAD DISTRITAL DE HUANCAS
350,1,AMAZONAS,1,CHACHAPOYAS,9,MUNICIPALIDAD DISTRITAL DE LA JALCA
351,1,AMAZONAS,1,CHACHAPOYAS,10,MUNICIPALIDAD DISTRITAL DE LEIMEBAMBA
352,1,AMAZONAS,1,CHACHAPOYAS,12,MUNICIPALIDAD DISTRITAL DE MAGDALENA
353,1,AMAZONAS,1,CHACHAPOYAS,13,MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA
354,1,AMAZONAS,1,CHACHAPOYAS,14,MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA
355,1,AMAZONAS,1,CHACHAPOYAS,15,MUNICIPALIDAD DISTRITAL DE MONTEVIDEO
356,1,AMAZONAS,1,CHACHAPOYAS,16,MUNICIPALIDAD DISTRITAL DE OLLEROS
357,1,AMAZONAS,1,CHACHAPOYAS,17,MUNICIPALIDAD DISTRITAL DE QUINJALCA
358,1,AMAZONAS,1,CHACHAPOYAS,18,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE DAGUAS
359,1,AMAZONAS,1,CHACHAPOYAS,19,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE MAINO
360,1,AMAZONAS,1,CHACHAPOYAS,20,MUNICIPALIDAD DISTRITAL DE SOLOCO
361,1,AMAZONAS,2,BAGUA,1,MUNICIPALIDAD PROVINCIAL DE BAGUA
362,1,AMAZONAS,2,BAGUA,2,MUNICIPALIDAD DISTRITAL DE ARAMANGO
363,1,AMAZONAS,2,BAGUA,3,MUNICIPALIDAD DISTRITAL DE COPALLIN
364,1,AMAZONAS,2,BAGUA,4,MUNICIPALIDAD DISTRITAL DE EL PARCO
365,1,AMAZONAS,2,BAGUA,5,MUNICIPALIDAD DISTRITAL DE IMAZA
366,1,AMAZONAS,2,BAGUA,6,MUNICIPALIDAD DISTRITAL DE LA PECA
367,1,AMAZONAS,3,BONGARA,1,MUNICIPALIDAD PROVINCIAL DE BONGARA - JUMBILLA
368,1,AMAZONAS,3,BONGARA,2,MUNICIPALIDAD DISTRITAL DE CHISQUILLA
369,1,AMAZONAS,3,BONGARA,3,MUNICIPALIDAD DISTRITAL DE CHURUJA
370,1,AMAZONAS,3,BONGARA,5,MUNICIPALIDAD DISTRITAL DE CUISPES
371,1,AMAZONAS,3,BONGARA,6,MUNICIPALIDAD DISTRITAL DE FLORIDA
372,1,AMAZONAS,3,BONGARA,7,MUNICIPALIDAD DISTRITAL DE JAZAN
373,1,AMAZONAS,3,BONGARA,8,MUNICIPALIDAD DISTRITAL DE RECTA
374,1,AMAZONAS,3,BONGARA,9,MUNICIPALIDAD DISTRITAL DE SAN CARLOS
375,1,AMAZONAS,3,BONGARA,10,MUNICIPALIDAD DISTRITAL DE SHIPASBAMBA
376,1,AMAZONAS,3,BONGARA,11,MUNICIPALIDAD DISTRITAL DE VALERA
377,1,AMAZONAS,3,BONGARA,12,MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA
378,1,AMAZONAS,4,CONDORCANQUI,1,MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI - NIEVA
379,1,AMAZONAS,4,CONDORCANQUI,2,MUNICIPALIDAD DISTRITAL DE EL CENEPA
380,1,AMAZONAS,4,CONDORCANQUI,3,MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO
381,1,AMAZONAS,5,LUYA,1,MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD
382,1,AMAZONAS,5,LUYA,2,MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO
383,1,AMAZONAS,5,LUYA,3,MUNICIPALIDAD DISTRITAL DE COCABAMBA
384,1,AMAZONAS,5,LUYA,4,MUNICIPALIDAD DISTRITAL DE COLCAMAR
385,1,AMAZONAS,5,LUYA,6,MUNICIPALIDAD DISTRITAL DE INGUILPATA
386,1,AMAZONAS,5,LUYA,7,MUNICIPALIDAD DISTRITAL DE LONGUITA
387,1,AMAZONAS,5,LUYA,8,MUNICIPALIDAD DISTRITAL DE LONYA CHICO
388,1,AMAZONAS,5,LUYA,9,MUNICIPALIDAD DISTRITAL DE LUYA
389,1,AMAZONAS,5,LUYA,10,MUNICIPALIDAD DISTRITAL DE LUYA VIEJO
390,1,AMAZONAS,5,LUYA,11,MUNICIPALIDAD DISTRITAL DE MARIA
391,1,AMAZONAS,5,LUYA,12,MUNICIPALIDAD DISTRITAL DE OCALLI
392,1,AMAZONAS,5,LUYA,13,MUNICIPALIDAD DISTRITAL DE OCUMAL
393,1,AMAZONAS,5,LUYA,14,MUNICIPALIDAD DISTRITAL DE PISUQUIA
394,1,AMAZONAS,5,LUYA,15,MUNICIPALIDAD DISTRITAL DE PROVIDENCIA
395,1,AMAZONAS,5,LUYA,16,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL
396,1,AMAZONAS,5,LUYA,17,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DEL YESO
397,1,AMAZONAS,5,LUYA,18,MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE PACLAS
398,1,AMAZONAS,5,LUYA,21,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS
399,1,AMAZONAS,5,LUYA,23,MUNICIPALIDAD DISTRITAL DE TRITA
400,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,1,MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA - SAN NICOLAS
401,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,2,MUNICIPALIDAD DISTRITAL DE CHIRIMOTO
402,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,4,MUNICIPALIDAD DISTRITAL DE HUAMBO
403,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,5,MUNICIPALIDAD DISTRITAL DE LIMABAMBA
404,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,6,MUNICIPALIDAD DISTRITAL DE LONGAR
405,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,7,MUNICIPALIDAD DISTRITAL DE MARISCAL BENAVIDES
406,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,8,MUNICIPALIDAD DISTRITAL DE MILPUC
407,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,9,MUNICIPALIDAD DISTRITAL DE OMIA
408,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,10,MUNICIPALIDAD DISTRITAL DE SANTA ROSA
409,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,11,MUNICIPALIDAD DISTRITAL DE TOTORA
410,1,AMAZONAS,6,RODRIGUEZ DE MENDOZA,12,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE
411,1,AMAZONAS,7,UCTUBAMBA,1,MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE
412,1,AMAZONAS,7,UCTUBAMBA,2,MUNICIPALIDAD DISTRITAL DE CAJARURO
413,1,AMAZONAS,7,UCTUBAMBA,3,MUNICIPALIDAD DISTRITAL DE CUMBA
414,1,AMAZONAS,7,UCTUBAMBA,4,MUNICIPALIDAD DISTRITAL DE EL MILAGRO
415,1,AMAZONAS,7,UCTUBAMBA,5,MUNICIPALIDAD DISTRITAL DE JAMALCA
416,1,AMAZONAS,7,UCTUBAMBA,6,MUNICIPALIDAD DISTRITAL DE LONYA GRANDE
417,1,AMAZONAS,7,UCTUBAMBA,7,MUNICIPALIDAD DISTRITAL DE YAMON
418,2,ANCASH,1,HUARAZ,1,MUNICIPALIDAD PROVINCIAL DE HUARAZ
419,2,ANCASH,1,HUARAZ,2,MUNICIPALIDAD DISTRITAL DE COCHABAMBA
420,2,ANCASH,1,HUARAZ,3,MUNICIPALIDAD DISTRITAL DE COLCABAMBA
421,2,ANCASH,1,HUARAZ,4,MUNICIPALIDAD DISTRITAL DE HUANCHAY
422,2,ANCASH,1,HUARAZ,5,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA
423,2,ANCASH,1,HUARAZ,6,MUNICIPALIDAD DISTRITAL DE JANGAS
424,2,ANCASH,1,HUARAZ,7,MUNICIPALIDAD DISTRITAL DE LA LIBERTAD
425,2,ANCASH,1,HUARAZ,8,MUNICIPALIDAD DISTRITAL DE OLLEROS
426,2,ANCASH,1,HUARAZ,9,MUNICIPALIDAD DISTRITAL DE PAMPAS
427,2,ANCASH,1,HUARAZ,10,MUNICIPALIDAD DISTRITAL DE PARIACOTO
428,2,ANCASH,1,HUARAZ,11,MUNICIPALIDAD DISTRITAL DE PIRA
429,2,ANCASH,1,HUARAZ,12,MUNICIPALIDAD DISTRITAL DE TARICA
430,2,ANCASH,2,AIJA,1,MUNICIPALIDAD PROVINCIAL DE AIJA
431,2,ANCASH,2,AIJA,2,MUNICIPALIDAD DISTRITAL DE CORIS
432,2,ANCASH,2,AIJA,3,MUNICIPALIDAD DISTRITAL DE HUACLLAN
433,2,ANCASH,2,AIJA,4,MUNICIPALIDAD DISTRITAL DE LA MERCED
434,2,ANCASH,2,AIJA,5,MUNICIPALIDAD DISTRITAL DE SUCCHA
435,2,ANCASH,3,ANTONIO RAIMONDI,1,MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN
436,2,ANCASH,3,ANTONIO RAIMONDI,2,MUNICIPALIDAD DISTRITAL DE ACZO
437,2,ANCASH,3,ANTONIO RAIMONDI,3,MUNICIPALIDAD DISTRITAL DE CHACCHO
438,2,ANCASH,3,ANTONIO RAIMONDI,4,MUNICIPALIDAD DISTRITAL DE CHINGAS
439,2,ANCASH,3,ANTONIO RAIMONDI,5,MUNICIPALIDAD DISTRITAL DE MIRGAS
440,2,ANCASH,3,ANTONIO RAIMONDI,6,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE RONTOY
441,2,ANCASH,4,ASUNCION,1,MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS
442,2,ANCASH,4,ASUNCION,2,MUNICIPALIDAD DISTRITAL DE ACOCHACA
443,2,ANCASH,5,BOLOGNESI,1,MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN
444,2,ANCASH,5,BOLOGNESI,2,MUNICIPALIDAD DISTRITAL DE ABELARDO PARDO LAZAMETA
445,2,ANCASH,5,BOLOGNESI,3,MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI
446,2,ANCASH,5,BOLOGNESI,4,MUNICIPALIDAD DISTRITAL DE AQUIA
447,2,ANCASH,5,BOLOGNESI,5,MUNICIPALIDAD DISTRITAL DE CAJACAY
448,2,ANCASH,5,BOLOGNESI,7,MUNICIPALIDAD DISTRITAL DE COLQUIOC
449,2,ANCASH,5,BOLOGNESI,8,MUNICIPALIDAD DISTRITAL DE HUALLANCA
450,2,ANCASH,5,BOLOGNESI,9,MUNICIPALIDAD DISTRITAL DE HUASTA
451,2,ANCASH,5,BOLOGNESI,10,MUNICIPALIDAD DISTRITAL DE HUAYLLACAYAN
452,2,ANCASH,5,BOLOGNESI,11,MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA
453,2,ANCASH,5,BOLOGNESI,13,MUNICIPALIDAD DISTRITAL DE PACLLON
454,2,ANCASH,5,BOLOGNESI,14,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CORPANQUI
455,2,ANCASH,5,BOLOGNESI,15,MUNICIPALIDAD DISTRITAL DE TICLLOS
456,2,ANCASH,6,CARHUAZ,1,MUNICIPALIDAD PROVINCIAL DE CARHUAZ
457,2,ANCASH,6,CARHUAZ,2,MUNICIPALIDAD DISTRITAL DE ACOPAMPA
458,2,ANCASH,6,CARHUAZ,3,MUNICIPALIDAD DISTRITAL DE AMASHCA
459,2,ANCASH,6,CARHUAZ,4,MUNICIPALIDAD DISTRITAL DE ANTA
460,2,ANCASH,6,CARHUAZ,5,MUNICIPALIDAD DISTRITAL DE ATAQUERO
461,2,ANCASH,6,CARHUAZ,6,MUNICIPALIDAD DISTRITAL DE MARCARA
462,2,ANCASH,6,CARHUAZ,7,MUNICIPALIDAD DISTRITAL DE PARIAHUANCA
463,2,ANCASH,6,CARHUAZ,8,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO
464,2,ANCASH,6,CARHUAZ,9,MUNICIPALIDAD DISTRITAL DE SHILLA
465,2,ANCASH,6,CARHUAZ,10,MUNICIPALIDAD DISTRITAL DE TINCO
466,2,ANCASH,6,CARHUAZ,11,MUNICIPALIDAD DISTRITAL DE YUNGAR
467,2,ANCASH,7,CARLOS FERMIN FITZCARRALD,1,MUNICIPALIDAD PROVINCIAL DE CARLOS FERMIN FITZCARRALD
468,2,ANCASH,7,CARLOS FERMIN FITZCARRALD,2,MUNICIPALIDAD DISTRITAL DE SAN NICOLAS
469,2,ANCASH,7,CARLOS FERMIN FITZCARRALD,3,MUNICIPALIDAD DISTRITAL DE YAUYA
470,2,ANCASH,8,CASMA,1,MUNICIPALIDAD PROVINCIAL DE CASMA
471,2,ANCASH,8,CASMA,2,MUNICIPALIDAD DISTRITAL DE BUENA VISTA ALTA
472,2,ANCASH,8,CASMA,3,MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL
473,2,ANCASH,8,CASMA,4,MUNICIPALIDAD DISTRITAL DE YAUTAN
474,2,ANCASH,9,CORONGO,1,MUNICIPALIDAD PROVINCIAL DE CORONGO
475,2,ANCASH,9,CORONGO,2,MUNICIPALIDAD DISTRITAL DE ACO
476,2,ANCASH,9,CORONGO,3,MUNICIPALIDAD DISTRITAL DE BAMBAS
477,2,ANCASH,9,CORONGO,4,MUNICIPALIDAD DISTRITAL DE CUSCA
478,2,ANCASH,9,CORONGO,5,MUNICIPALIDAD DISTRITAL DE LA PAMPA
479,2,ANCASH,9,CORONGO,6,MUNICIPALIDAD DISTRITAL DE YANAC
480,2,ANCASH,9,CORONGO,7,MUNICIPALIDAD DISTRITAL DE YUPAN
481,2,ANCASH,10,HUARI,1,MUNICIPALIDAD PROVINCIAL DE HUARI
482,2,ANCASH,10,HUARI,2,MUNICIPALIDAD DISTRITAL DE ANRA
483,2,ANCASH,10,HUARI,3,MUNICIPALIDAD DISTRITAL DE CAJAY
484,2,ANCASH,10,HUARI,4,MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR
485,2,ANCASH,10,HUARI,5,MUNICIPALIDAD DISTRITAL DE HUACACHI
486,2,ANCASH,10,HUARI,6,MUNICIPALIDAD DISTRITAL DE HUACCHIS
487,2,ANCASH,10,HUARI,7,MUNICIPALIDAD DISTRITAL DE HUACHIS
488,2,ANCASH,10,HUARI,8,MUNICIPALIDAD DISTRITAL DE HUANTAR
489,2,ANCASH,10,HUARI,9,MUNICIPALIDAD DISTRITAL DE MASIN
490,2,ANCASH,10,HUARI,10,MUNICIPALIDAD DISTRITAL DE PAUCAS
491,2,ANCASH,10,HUARI,11,MUNICIPALIDAD DISTRITAL DE PONTO
492,2,ANCASH,10,HUARI,12,MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA
493,2,ANCASH,10,HUARI,13,MUNICIPALIDAD DISTRITAL DE RAPAYAN
494,2,ANCASH,10,HUARI,14,MUNICIPALIDAD DISTRITAL DE SAN MARCOS
495,2,ANCASH,10,HUARI,15,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHANA
496,2,ANCASH,10,HUARI,16,MUNICIPALIDAD DISTRITAL DE UCO
497,2,ANCASH,11,HUARMEY,1,MUNICIPALIDAD PROVINCIAL DE HUARMEY
498,2,ANCASH,11,HUARMEY,2,MUNICIPALIDAD DISTRITAL DE COCHAPETI
499,2,ANCASH,11,HUARMEY,3,MUNICIPALIDAD DISTRITAL DE CULEBRAS
500,2,ANCASH,11,HUARMEY,4,MUNICIPALIDAD DISTRITAL DE HUAYAN
501,2,ANCASH,11,HUARMEY,5,MUNICIPALIDAD DISTRITAL DE MALVAS
502,2,ANCASH,12,HUAYLAS,1,MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ
503,2,ANCASH,12,HUAYLAS,2,MUNICIPALIDAD DISTRITAL DE HUALLANCA
504,2,ANCASH,12,HUAYLAS,3,MUNICIPALIDAD DISTRITAL DE HUATA
505,2,ANCASH,12,HUAYLAS,4,MUNICIPALIDAD DISTRITAL DE HUAYLAS
506,2,ANCASH,12,HUAYLAS,5,MUNICIPALIDAD DISTRITAL DE MATO
507,2,ANCASH,12,HUAYLAS,6,MUNICIPALIDAD DISTRITAL DE PAMPAROMAS
508,2,ANCASH,12,HUAYLAS,7,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE
509,2,ANCASH,12,HUAYLAS,8,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ
510,2,ANCASH,12,HUAYLAS,9,MUNICIPALIDAD DISTRITAL DE SANTO TORIBIO
511,2,ANCASH,12,HUAYLAS,10,MUNICIPALIDAD DISTRITAL DE YURACMARCA
512,2,ANCASH,13,MARISCAL LUZURIAGA,1,MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA - PISCOBAMBA
513,2,ANCASH,13,MARISCAL LUZURIAGA,2,MUNICIPALIDAD DISTRITAL DE CASCA
514,2,ANCASH,13,MARISCAL LUZURIAGA,3,MUNICIPALIDAD DISTRITAL DE ELEAZAR GUZMAN BARRON
515,2,ANCASH,13,MARISCAL LUZURIAGA,4,MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO
516,2,ANCASH,13,MARISCAL LUZURIAGA,5,MUNICIPALIDAD DISTRITAL DE LLAMA
517,2,ANCASH,13,MARISCAL LUZURIAGA,6,MUNICIPALIDAD DISTRITAL DE LLUMPA
518,2,ANCASH,13,MARISCAL LUZURIAGA,7,MUNICIPALIDAD DISTRITAL DE LUCMA
519,2,ANCASH,13,MARISCAL LUZURIAGA,8,MUNICIPALIDAD DISTRITAL DE MUSGA
520,2,ANCASH,14,OCROS,1,MUNICIPALIDAD PROVINCIAL DE OCROS
521,2,ANCASH,14,OCROS,2,MUNICIPALIDAD DISTRITAL DE ACAS
522,2,ANCASH,14,OCROS,4,MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA
523,2,ANCASH,14,OCROS,5,MUNICIPALIDAD DISTRITAL DE COCHAS
524,2,ANCASH,14,OCROS,6,MUNICIPALIDAD DISTRITAL DE CONGAS
525,2,ANCASH,14,OCROS,8,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE RAJAN
526,2,ANCASH,14,OCROS,9,MUNICIPALIDAD DISTRITAL DE SAN PEDRO
527,2,ANCASH,14,OCROS,10,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHILCAS
528,2,ANCASH,15,PALLASCA,1,MUNICIPALIDAD PROVINCIAL DE PALLASCA - CABANA
529,2,ANCASH,15,PALLASCA,2,MUNICIPALIDAD DISTRITAL DE BOLOGNESI
530,2,ANCASH,15,PALLASCA,3,MUNICIPALIDAD DISTRITAL DE CONCHUCOS
531,2,ANCASH,15,PALLASCA,4,MUNICIPALIDAD DISTRITAL DE HUACASCHUQUE
532,2,ANCASH,15,PALLASCA,5,MUNICIPALIDAD DISTRITAL DE HUANDOVAL
